Name,Title,Rating,Comment
ZAHIDUR ALOM,"







  
  
    Master piece.....
  
",5.0 out of 5 stars,"







  
  
    Very very knowledgeble book....
  
"
Prachi Nawandar,"







  
  
    BOOKMARK
  
",4.0 out of 5 stars,"







  
  
    Bookmark not given.
  
"
Amazon Customer,"







  
  
    Pages are of very poor quality
  
",2.0 out of 5 stars,"







  
  
    The pages of the book is of third class..it looks yellowish & oldish.
  
"
am a buyer,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Amazing book
  
"
SantoshUpadhyay,"







  
  
    Masterpiece
  
",5.0 out of 5 stars,"







  
  
    A Masterpiece by Dr hawking! Must read.
  
"
Manas Sarkar,"







  
  
    A deep thinking
  
",5.0 out of 5 stars,"







  
  
    It will brief your thoughts.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Amazing!
  
"
Sachin Kumar,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Amazing book, very good information on Uncertainty Principle
  
"
Prathamesh laware,"







  
  
    Nice service and book too
  
",3.0 out of 5 stars,"







  
  
    Nice quality and nice book.....good service by amazon
  
"
loknath d.,"







  
  
    Cosmos lover♥♥♡♡♥♥
  
",5.0 out of 5 stars,"







  
  
    One of my favourite book. Of sir Stephen hawking as a cosmos lover♥♥♥.The concept had explained easily .
  
"
anshumaan garg,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Best book for space lovers
  
"
Abiramy,"







  
  
    Stephen Hawking is an inspiration
  
",5.0 out of 5 stars,"







  
  
    really awesome book
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    The book was in excellent condition.
  
"
Om shivam,"







  
  
    Amazing
  
",5.0 out of 5 stars,"







  
  
    Best book
  
"
Ananthan S kumar,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    gud
  
"
Samir A.,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    awesome book for science lovers!
  
"
Sam,"







  
  
    YOU HAVE INTEREST IN COSMOLOGY
  
",4.0 out of 5 stars,"







  
  
    Best
  
"
suresh k.,"







  
  
    U must take this book..if u r interested to know about..universe
  
",4.0 out of 5 stars,"







  
  
    It's great
  
"
Amazon Customer,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    enlightening read
  
"
Santosh K Pattanaik,"







  
  
    Fine
  
",5.0 out of 5 stars,"







  
  
    Fine book
  
"
Shashibhushan Mishra,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    legend
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Great.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Simple clear fundas
  
"
kush s.,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Best
  
"
Sristark,"







  
  
    Smaller in size but more science
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Kushal Krishna,"







  
  
    Hawking is the best
  
",5.0 out of 5 stars,"







  
  
    He is clearly the  best scientist of the 21st century
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Wonderful book, really inspired me
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Great book
  
"
Rohit,"







  
  
    Three Stars
  
",3.0 out of 5 stars,"







  
  
    Thus book is not 240 pages long, it's just 220 pages
  
"
dhruv,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    For those who are interested in cosmos it's like a bible
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Excellent book
  
"
UMI20,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    GOOD
  
"
Santhosh Kumar.v,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    very good book
  
"
Amazon Customer,"







  
  
    Integrity upholded
  
",4.0 out of 5 stars,"







  
  
    Received in Good condition
  
"
Dileep,"







  
  
    A good book: -)
  
",5.0 out of 5 stars,"







  
  
    Amazingly written. A good book :-)
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    great product
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very good book
  
"
Sai kiran,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    worth reading but only for science lovers :)
  
"
Manish Malik,"







  
  
    Nice book for legend
  
",5.0 out of 5 stars,"







  
  
    Nice book
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    A great insight on working if the universe and researches done on black holes..
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Undoubtedly one of the best books I ever read.
  
"
Amazon Customer,"







  
  
    Good book
  
",4.0 out of 5 stars,"







  
  
    Good book
  
"
Deepa F.,"







  
  
    Extremely good
  
",5.0 out of 5 stars,"







  
  
    It's a must for astronomy lovers
  
"
vishnu sharma,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Wondering just how beautiful and innovative Someone's mind can be.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Awesome book for space explorers
  
"
Pushpendu sarkar,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    awesome book
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    wow what a book guys just awsome
  
"
Amazon Customer,"







  
  
    Great
  
",5.0 out of 5 stars,"







  
  
    The book is good and so is the price. Thanks for the low price
  
"
Roopa,"







  
  
    Great
  
",5.0 out of 5 stars,"







  
  
    Super book.
  
"
Ash,"







  
  
    It sure was brief!
  
",4.0 out of 5 stars,"







  
  
    This book contains a lot of millions of zeros. I really enjoyed reading this book. You should give it a go.
  
"
SHUBAM GUPTA,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    good
  
"
Bharghav,"







  
  
    Very interesting
  
",5.0 out of 5 stars,"







  
  
    Best book!
  
"
Akshay J,"







  
  
    Must read for science lovers
  
",5.0 out of 5 stars,"







  
  
    Perfect book with simple language.
  
"
Amazon Customer,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    It is not too good as I accepted about the quality of pages.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Amazing book that changed the thinking of the people about the universe
  
"
Amazon Customer,"







  
  
    Amazing amazing amazing
  
",5.0 out of 5 stars,"







  
  
    Amazing amazing amazing
  
"
Rohit,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Really a good book
  
"
Debolina majumder,"







  
  
    Just buy it!!!!!!!!!!!!
  
",5.0 out of 5 stars,"







  
  
    Mind blowingA must for science lovers
  
"
mudit kapoor,"







  
  
    Amazing
  
",5.0 out of 5 stars,"







  
  
    Well Stephens Hawkins is so AMAZING
  
"
Suman k.,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Very good product
  
"
gayathri cn,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Greatest mind of the century!!
  
"
Amazon Customer,"







  
  
    Nice book........ Must buy
  
",5.0 out of 5 stars,"







  
  
    Great Package and Delivery !!!
  
"
Sushovan Mukherjee,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Excellent book, very simple book. Must Read...
  
"
Bharat Varshney,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Amazingly nice book by Mr. Hawking.
  
"
DR. J. P. NATH,"







  
  
    VERY GOOD BOOK
  
",5.0 out of 5 stars,"







  
  
    A GOOD BOOK INDEED.
  
"
dharmendra chauhan,"







  
  
    five stars
  
",5.0 out of 5 stars,"







  
  
    Good. Must read it.
  
"
Tarun,"







  
  
    awesome
  
",5.0 out of 5 stars,"







  
  
    awesome
  
"
Basavaraj.D.Biradar,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    excellent book
  
"
Amazon Customer,"







  
  
    good seller
  
",5.0 out of 5 stars,"







  
  
    good product
  
"
Eshan Singh,"







  
  
    Two Stars
  
",1.0 out of 5 stars,"







  
  
    The paper quality is bad
  
"
Bipin mandar,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    
  
"
RAM PRAKASH,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Its a NYC book but very complex...fully satisfied
  
"
Yogesh Choudhary,"







  
  
    Great book
  
",5.0 out of 5 stars,"







  
  
    An ultimate book and too very light in weight
  
"
Amazon Customer,"







  
  
    Best one in the market for this topic
  
",4.0 out of 5 stars,"







  
  
    Great book to read if you love space and quantum physics
  
"
Amazon Customer,"







  
  
    Three Stars
  
",3.0 out of 5 stars,"







  
  
    poor paper quality
  
"
Rajendra Patil,"







  
  
    Three Stars
  
",3.0 out of 5 stars,"







  
  
    ya but the book was torn
  
"
Nikhil Meena,"







  
  
    Good book
  
",5.0 out of 5 stars,"







  
  
    This book is really good . The author define every thing very clearly.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very good book.Good thinking.
  
"
Varsha S.,"







  
  
    Love it
  
",5.0 out of 5 stars,"







  
  
    WonderfuLl book for further astronomer
  
"
Ashish J.,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Great book about theoretical Physics
  
"
srj004,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    good book
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Small place to explain (Y)
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    It is awasome book
  
"
Amazon Customer,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Good book
  
"
ROY PIUS,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Incomparable genius !
  
"
Lakshay,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Nice book
  
"
Amazon Customer,"







  
  
    Amazing
  
",5.0 out of 5 stars,"







  
  
    Go for it.. Amazing book
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    I must read
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very good
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Best
  
"
Akash Vaidya,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Must read
  
"
GANESH SHARMA,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    amazing book
  
"
Krypotnian,"







  
  
    Great Read.
  
",5.0 out of 5 stars,"







  
  
    I suggest that everybody who has studied some physics ahould read this book. It is a great read and puts a lot into perspective. Written by one of the biggest scientists of our generation, this is a must read for a reader with some science background.
  
"
Balaji Thorali Rameshbabu,"







  
  
    Time Travel possible ?
  
",4.0 out of 5 stars,"







  
  
    This books discuss about the history of time , that is assuming that the time as we know It started with the Big Bang which created the universe as we see it .I was originally interested in this book to get the glimpse of the time travel , and Stephen Hawking explains the complex scientific facts in simpler wayand has is expressing things then and there in humorous way , at times it was all like gibberish to me and trust me if you just continue to read without worrying about few things you could get a lot of information about the theories that astrophysicist has been worked and found the evidences proving them .I really had a good time reading it and would recommend this book . I would personally recommend to read the ""physics of the impossible "" by Michio Kaku which would help to get familiar with many concepts discussed here .
  
"
Dhruv,"







  
  
    Difficult to understand
  
",1.0 out of 5 stars,"







  
  
    Dont listen to the reviews,  this is NOT for the layman. This book deals with theory of relativity, quantum mechanics,  singularities,  imaginary time and other complex topics. The concepts are so mind-boggling that even the simple language doesnt aid the understanding. Only for the VERY scientifically inclined.
  
"
Shreyas Gajipara,"







  
  
    Must Read for Science Lovers.
  
",5.0 out of 5 stars,"







  
  
    Amazing book by one of the best scientist alived of 21st century. It was like, I went into the science and history, then into physics, slowly met many great ancient times inventor and philosopher as well as great scientists, learned about laws, systems, theories and much more about from big bang to one last unified theory of all. Oh.!!! My Ghosh.!!!! What a book. Must read for science lover.
  
"
Jwin,"







  
  
    Worth the price. Good print.
  
",5.0 out of 5 stars,"







  
  
    A good printed copy. Reading the book is a good experience. It is a time travel with nobel laureate, the genius, Stephen hawking. It is explained in a lucid, teaching style. It is a time travel with the greatest astrophysicists in history explaining the evolution of science. It is good for students, science enthusiasts. It summarises all the important achievements in science in nutshell upto the time of writing of this book and caps it with the author's findings too.
  
"
Parth,"







  
  
    A fascinating book on our universe. But not an easy read.
  
",4.0 out of 5 stars,"







  
  
    What do we know about the universe? How do we know what we know? Where did the universe come from and where is it going? What is the nature of time? Did time have a beginning? Will it ever come to an end? If time had a beginning what was there ‘before’ it began? The Brief History of Time is Professor Hawking’s attempt to explain answers to these fundamental questions to the common people. Of course, we do not have the exact answers to all these questions but we have quite some understanding of the universe based on various scientific theories. Professor Hawking has tried to explain such concepts in a simple language without using any formula. Some theories and facts blew my mind. And some were too difficult for my understanding. But Professor Hawking surely tested my capacity to imagine and fascinated me by providing a glimpse of the vastness and mystery of our universe. If you have some interest in understanding the universe and various basic concepts of science (knowledge is not required; that will be provided by Professor Hawking) you will find the book fascinating.I have read reviews saying that this is a very simple and effortless read because of author's lucid writing style. That is not true. Although the book is written in a simple language, it is a book on science and some of the concepts are difficult to understand. So, do not expect this to be an easy and effortless read. If you are not inclined think or imagine on a little bit complex scientific topics, you may avoid reading it.
  
"
anushree,"







  
  
    For the inquisitive minds.. simply wow!
  
",5.0 out of 5 stars,"







  
  
    Stephen Hawking does full justice to the subject of the book...even having left learning of science a long time ago, one feels totally connected to the content right from beginning to the end...numerous concepts that will fascinate readers of all ages and from all backgrounds!!!
  
"
Kundan Tripathi,"







  
  
    Poor
  
",1.0 out of 5 stars,"







  
  
    The quality of paper is very very very bad.It seems that this book was published in 1947.Very Poor paper quality...Diagrams and images are more poor.
  
"
S.Dawar,"







  
  
    For Sherlock Holmes of the universe!!
  
",5.0 out of 5 stars,"







  
  
    This is such an awesome read from one of the most pioneering scientist of modern times! You are glued to the book and don't want to get disturbed or do anything else. Though there are  not a lot of pictures or graphical figures, but the content is written in such a beautiful way that your mind automatically creates images of beautiful universe and leave you awestruck!!Step by step the mysteries of the universe are unraveled and you just  applaud .. Definitely a must buy!
  
"
Amazon Customer,"







  
  
    The first few chapters are awesome and interesting
  
",4.0 out of 5 stars,"







  
  
    The first few chapters are awesome and interesting, easy to understand. But the later chapters are pure science you need to have some basic knowledge about science terms and it's more technical. I felt like reading a science text book. But it's still great material , our mind gets an exposure to space in full.
  
"
Alan Joseph,"







  
  
    Awesome book
  
",4.0 out of 5 stars,"







  
  
    The author has tried his best to explain the complicated concepts of physics so that a layman can understand. There are a few parts though that need multiple readings. Overall an informative read.
  
"
Mithil,"







  
  
    The universe and black holes explained beautifully by Mr
  
",5.0 out of 5 stars,"







  
  
    The universe and black holes explained beautifully by Mr.hawking. the book takes the reader into a world way beyond earth.it makes everyday things and thoughts feel tiny. Also generates tremendous respect towards the works of all scientists that have led to such deep understanding of the universe. Dr.hawking has explained all the concepts of physics required to understand the theories, in simple terms and sometimes in comic analogies. However I suggest ppl should get an idea of Einstein's general theory of relativity to get a better understanding of the book.
  
"
prathmesh pachbhai,"







  
  
    One Star
  
",1.0 out of 5 stars,"







  
  
    Very bad quality i received. It's like old book. Disappointed.
  
"
Shailesh,"







  
  
    Bringing you next level of intelligence
  
",5.0 out of 5 stars,"







  
  
    I really really really liked this book, very easily things are described even the complecated one. One who wants to understand whats happening beyond earth must buy this.I really liked this books. Incredibly awesome.
  
"
Jingizoo,"







  
  
    Amazing physics which wasn't taught in stupid schools
  
",5.0 out of 5 stars,"







  
  
    Hawkins explained to common mass the idea of space time though you tube videos helped me in digesting his words but I wouldn't be watching them unless he had published something like this
  
"
ZENITH,"







  
  
    A perfect book for knowledge
  
",5.0 out of 5 stars,"







  
  
    The simplest way for a non-physicist to learn the most complex principles of universe and time without putting in a single equation. A blasterpiece by the scientist of this century.
  
"
NB,"







  
  
    One Star
  
",1.0 out of 5 stars,"







  
  
    Outdated today but helps to understand basics of universe.
  
"
Vignesh S,"







  
  
    Poor paper quality
  
",2.0 out of 5 stars,"







  
  
    Well, the paper quality should've been better... After seeing the book's quality hereafter I never go again for BANTAM BOOKS
  
"
Possibilian,"







  
  
    Brilliant...
  
",5.0 out of 5 stars,"







  
  
    This book is astounding... because it covers all the physics of 20th century and pretty much about astronomy and cosmology from their emergence in the public, it carries brilliance of Dr. Stephen Hawking's eloquence and story. Best book for everyone. Inspiring... Will make you love universe and physics.
  
"
Shammi Anand,"







  
  
    Must read!
  
",5.0 out of 5 stars,"







  
  
    You just can't stop reading!His mind seems to soar ever more brilliantly across the vastness of space and time to unlock the secrets of the universe!
  
"
Amazon Customer,"







  
  
    Great Book but Amazon supplied with Pirated print copy
  
",1.0 out of 5 stars,"







  
  
    Great Book but Amazon supplied with Pirated print copy.
  
"
Laljee Verma,"







  
  
    Complex but told in simple way.
  
",4.0 out of 5 stars,"







  
  
    Excellent narrative with discussion on various possibilities, at times describing complex scientific theories which a common reader can understand.
  
"
Adarsh Chakraborty,"







  
  
    ""Do Buy It"" If You Are Eager To Know About Space And Time
  
",5.0 out of 5 stars,"







  
  
    This book is all about space, time and universe.I seriously recommend this book for people who want to know, and love to know about cosmos.Also the paperback edition of this book is really easy to handle.
  
"
Rakib Arif,"







  
  
    Great!!
  
",4.0 out of 5 stars,"







  
  
    Great book by a great author.....
  
"
Ranjeet Mishra,"







  
  
    Paper quality sucks
  
",3.0 out of 5 stars,"







  
  
    This is a book with really fascinating contents but has some serious issues with the quality of paper and production. You may have the best book of the world but what is it's worth if it gets torn into pieces as soon as you touch it. (exxageration :( ).
  
"
Anjani,"







  
  
    I love this book
  
",5.0 out of 5 stars,"







  
  
    I love this book . Any bady who have some basic knowledge of physics.  He/she can understood this book easily
  
"
Ashutosh Anand,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Marvellous astrophysics & cosmic book. It makes you to imagine beyond the world.
  
"
Dalbir Kaur Sekhon,"







  
  
    Science Philosophy for a common man
  
",4.0 out of 5 stars,"







  
  
    Author has explained from beginning till end About the theories that shaped the modern physics. He addressed many questions arising in an intutive brain, with ease.Well structured in 11 chapters.
  
"
Sagnik,"







  
  
    Great one.
  
",5.0 out of 5 stars,"







  
  
    I don't have words to describe this book.People having deep knowledge in Physics might find it less exciting though.But the way the information has been presented is way beyond awesome.
  
"
Amazon Customer,"







  
  
    Factual yet readers can criticize.
  
",5.0 out of 5 stars,"







  
  
    Progression of science is presented in this book,  particularly focused on basic questions humans ponder about. Hawking presents how it started out with philosophers to how the present situation is, in the field of cosmology. This book must be considered with philosophical viewpoint and not as a text book with equations in fact this book has only one equation in mathematical form and few others scattered in verbal form. Readers need not have to understand any equation or natural laws or theories defined in this book, hawking quickly digresses from these to connect with people without science background.Hawkings thoughts on God is clearly represented in this book. Through out this book Hawking shows how science advances gradually to understand the universe but man is thrown back, he ends up back in square one.  Readers can critisize this book or in fact science in philosophical terms, since even science has not given any answers yet. The byproduct of science, Engineering, has been phenomenal and hats off to them. Spoiler alert-- science hinges on few things today, they want answers from singularity(unified field) either from a black hole or unified field theory with good probability for the theory being true. And another parallel study is string theory. Hawking has proposed new theory in loop quantum gravity which is very far away from being true right now. All these three sectors and along with other researchers thinking out of the box seems to have hit dead end. The past few decades have been stagnant although they discovered gravitational waves and microwave background images, these would not even be good paintings to hang it in your home. Good luck linking gravity with quantum mechanics.Throughout the book you can observe how the author behaves like, he want to call himself smart person and brings about indirectly. Literally in the final page of the book hawking says Ludwig Wittgenstein is the most famous philosopher of 20th century, peraphs Stephen Hawking should go through Albert Camus whose philosophical ideas are logical. Wittgenstein was just an angry bloke.
  
"
Zorba the Greek,"







  
  
    Amazing book...must read..
  
",5.0 out of 5 stars,"







  
  
    I had read this book 15 years back...I just bought again as a memory...such is the impact of reading this book on your mind...it leaves you amazed and wondering of the mysteries of our universe and what all things are out there in the night sky...
  
"
Anaz,"







  
  
    if you are a book lover Amazon is the best place for buying books than in any store in ...
  
",5.0 out of 5 stars,"







  
  
    As far as the delivery it was on time by Amazon, if you are a book lover Amazon is the best place for buying books than in any store in India; On for the books you want me tell. Stephen Hawking is genius he addressed every question I had from my childhood to till now, you don't need to be a science/physics student to read this book all the astronaut’s terms and things are elaborated to level that every human beings who reads this book is traveling with the Author in his journey through the universe.
  
"
Ajay Kandwal,"







  
  
    Must Read For Every Science Enthusiast
  
",5.0 out of 5 stars,"







  
  
    A must read book if you are a fan of Mr.Stephen Hawking and love science. This book talks about the many hidden mysteries of our universe. It will surely broaden your aspect about the universe and how you see the concept of space-time. The best part is that, you don't need to be a science graduate or PhD in physics to understand this. Just some basic known and lots of curiosity about the universe is all you need and you will surely love it.
  
"
Sagar Dev,"







  
  
    One of the BEST Science books I have and love....
  
",5.0 out of 5 stars,"







  
  
    Just an AWESOME book..!! This is one of the best books I have... It takes you to a different world of the assumed past in just a matter of simple phrases..!! It answers the basic questions in your mind and makes you innovative enough to get bigger question which really improves your knowledge about the Universe..
  
"
omkar reddy,"







  
  
    IN A #SIRHawking WAY
  
",5.0 out of 5 stars,"







  
  
    THIS BOOK ANSWERS THE QUESTION......WHY STEPHEN HAWKING IS CONSIDERED MASTERMIND.......WHY HE IS CALLED SIRHAWKINGS.....WHY HE IZ REGARDED AS MASTERMIND OF 21ST CENTURY.....WHAT IS PHYSIC....WHAT ASPECTS DOES IT DEAL WITH.....HOW UNIVERSE FORMED....HOW IT FUNCTIONS....HOW CAN IT END..THIS BOOK INVOLVES APPROACH TO WORLD'S TOUGHEST SCIENCE IN WORLD'S EASIEST N MOST INTRESTING WAY EVER......ME BEING A PHYSICS FANATIC....REFER THIS BOOK TO EVERY TODDLER IN PHYSICS FIELD...AFTER READING THIS BOOK...A LOT CHANGES IN UR LIFE...THE WAY U VISUALIZE THINGS...THE WAY U VISUALIZE ABOUT THIS WORLD,UNIVERSE....N THE WAY U VISUALIZE THE NATURE.....HATS OF SIR....HATS OF MASTERMIND
  
"
Vibhu Arora,"







  
  
    Very happy to have bought it... :)
  
",5.0 out of 5 stars,"







  
  
    I love this book and also love the cost in which I got this book I.e 175INR..worths every penny spent on it..  Hats off to Mr Stephen Hawking who wrote this fabulous novel.. In love with this book:)... Must buy if u r interested in scientific things.. Go for it!
  
"
Colonel AM Manohar,"







  
  
    A masterpiece for everyone with no scientific background. A ...
  
",5.0 out of 5 stars,"







  
  
    A masterpiece for everyone with no scientific background. A must read book on science for inspiration by all children, Mr Hawking proved that disability for the body is no disability, mind and positive thinking is the prime mover in life.
  
"
Preeti S.,"







  
  
    Must-read for curious minds
  
",4.0 out of 5 stars,"







  
  
    A perfect starting point for curious amateurs like me. Simple language, no complex equations (except the famous equation by Einstein), few helpful diagrams which together make it a very engrossing read.The product, however, was not brand new. The paper quality is fine but there were a few marks on the cover.
  
"
Faruk,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Ive posted rating but i am(think no one in world) not qualified to give a rating to stephen hawking
  
"
Mukul,"







  
  
    Delightful book!
  
",5.0 out of 5 stars,"







  
  
    This book is a delight, as always. A must have in a serious reader's collection.
  
"
Abhijeet b.,"







  
  
    best book to know space if u like it
  
",5.0 out of 5 stars,"







  
  
    Best book to explain theories by great scientists in very simple language.If u have no idea about space and no information about it read this book u will be blown. Sure thing.
  
"
Abhishek Das,"







  
  
    Perfect...
  
",5.0 out of 5 stars,"







  
  
    Awesome book. I guess the book and the author needs no introduction... Nice printing quality... Paper quality is also nice.
  
"
KUMAR SHIVAM,"







  
  
    One of the best ever science books to read
  
",5.0 out of 5 stars,"







  
  
    One of the best ever science books to read. It gives you a brief idea of the origin and fate of the universe we live in. A inspiring book which make you to think every time you look up..
  
"
Aadesh Tiwary,"







  
  
    Worst Page Quality
  
",1.0 out of 5 stars,"







  
  
    Very disappointed.The quality of pages sucks, the cover is torned, so I lost the intrest to read such wonderfull book.Very very disappointed(just to remind again).
  
"
Dev,"







  
  
    Awesome BOOK!!!!!!!
  
",5.0 out of 5 stars,"







  
  
    JUST READ IT GUYZZZZZZZ.......
  
"
Sanjay Anand,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    awesome book i dowload this book on kindle for pc and it is a very good book
  
"
"K. Selvaraj,","







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    yet to read.
  
"
Dipan ,"







  
  
    Book is good. But the quality of the pages and the ...
  
",1.0 out of 5 stars,"







  
  
    Book is good.  But the quality of the pages and the cover is absolutely bad.
  
"
srinivas,"







  
  
    great
  
",5.0 out of 5 stars,"







  
  
    Great book 📚,every one must read it.
  
"
Prashant,"







  
  
    One Star
  
",1.0 out of 5 stars,"







  
  
    This book is available on low price in market.
  
"
Amazon Customer,"







  
  
    Two Stars
  
",2.0 out of 5 stars,"







  
  
    Dry reading . probably meant for strong science buffs
  
"
Naveen,"







  
  
    Not a genuine product
  
",1.0 out of 5 stars,"







  
  
    Fake quality, gives a headache to ear the blur print
  
"
Marish Asudani,"







  
  
    Best book on the unansweredquestions of the universe for a layman
  
",5.0 out of 5 stars,"







  
  
    One of the best  books for people who want to explore the universe on a layman's level!!
  
"
Pritam kumar,"







  
  
    Great book for all enthuestics people who love Stephen Hawking ...
  
",5.0 out of 5 stars,"







  
  
    Great book for all enthuestics people who love Stephen Hawking aswell as Physics and the Universe.  And thanks Amazon for quick delevery.. i m so happy....
  
"
VALLAVA ARASU R,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    ok
  
"
sg,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Good Reading
  
"
Prakhar Beohar,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very nice book for who are space lovers....this book contains everything you need to know about the universe
  
"
Kiran,"







  
  
    Soft bind book, got it on time!!
  
",5.0 out of 5 stars,"







  
  
    Soft bind book , got it on time!!
  
"
Mohamed Faiz,"







  
  
    What i expected
  
",5.0 out of 5 stars,"







  
  
    I got a book at a date and paper quality also good
  
"
Amazon Customer,"







  
  
    Two Stars
  
",2.0 out of 5 stars,"







  
  
    Print quality is poor
  
"
sandhya,"







  
  
    Three Stars
  
",3.0 out of 5 stars,"







  
  
    Good
  
"
Soumyaroop Bhattacharya,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    GREAT BRAIN
  
"
Amazon Customer,"







  
  
    my favourite book
  
",5.0 out of 5 stars,"







  
  
    Its a very curious book , who love physics
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Fantastic
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    great book to read
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    i didnot get any book marks yet but i have brought 9 books dam it
  
"
Rinu Raju Jacob,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Nice and gr
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Good book
  
"
GAURAV SHUKLA,"







  
  
    MASTERPIECE , AMAZING
  
",5.0 out of 5 stars,"







  
  
    most amazing book i have ever read, it covers all details
  
"
Aditya,"







  
  
    Awesome
  
",5.0 out of 5 stars,"







  
  
    Stephen hawking, what can i say. Just go for it.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Nice book
  
"
pranay,"







  
  
    best
  
",5.0 out of 5 stars,"







  
  
    super
  
"
subimal kar,"







  
  
    Costly
  
",1.0 out of 5 stars,"







  
  
    Not worth
  
"
